movieName	comments	label
부산행	잼나게 봤으나 스토리구성심리적 몰입도가떨어져 아쉽넹	1
부산행	병맛의 끝	1
부산행		1
부산행	보는내내 답답했고 조연들은 툭하면 죽는데 주연들은 불사신처럼 사는걸 보고 이게 현실적으로 말이 되나라고 혀를 끌끌 찼지만 좀비 영화에서 현실성을 찾는다는 것 자체가 말이 안된다는 사실을 깨달았습니다	1
부산행	매드맥스 보는것같았어용 다시보고싶네요	1
부산행	살 아들이랑 봤는데 넘 재밌다네요	1
부산행	흥행성 높은 주제를 가지고 제작비만 허공에 날린 듯	0
부산행	아주아주 재미나네요ㅋㅋ	1
부산행	재밌게잘봤습니다 뻔한결말이 아니라 재밌었어요	1
부산행	합니다	1
부산행	좀비가 잠깐 나오는데 좀비가 연기 제일 잘해요	1
부산행	부산행 반도 못따라감 강동원 볼사람은 가서 보셔도 될듯합니다	0
부산행	부산행에 비해 재미요소가 떨어짐	1
부산행	아이들의 연기에 감동했어여글고 강동원이 빚을 갚는 것도 감동요	1
부산행		1
부산행	연기는 좋으나 스토리가 억지스런 느낌 물론 영화이긴하지만	0
부산행	좀비가 너무 빨라서 옛날갖지 않네 이정현이 인상깊게 나왔네재밌게 봤다	1
부산행	아이가 연기를 잘해서 놀랐어요	0
부산행	볼만합니다부산행이 더 재밌습니다	1
부산행	적당한 신파와 한국 영화상 역대급 카체이싱스토리의 개연성은 생략한다	1
부산행	생각없이 볼만함	1
부산행	생각보다 재미있어요ㅎㅎ	1
부산행	그냥저냥 재밌었어요 근데 부산행보단 확실히 덜 재밌네요ㅜ	1
부산행	넘 기대가 컸나 스토리며 연출이며 실망뿐이다 그나마 구교환이 돋보이는 정도	0
부산행	재미있네요 부산행 만큼의 이펙트는 없지만 스토리가 조금 빈약한 감이 있고 마지막 연출씬이 너무 컴퓨터 그래픽 티가나서 많이 아쉬었습니다좀비물인 만큼 약간더 어두운 느낌의 영화 였으면 더 좋았을거 같은 아쉬움이 남네요다음편도 기대하겠습니다	1
부산행		1
부산행	볼만했어요	1
부산행	부산행 후속에 대한 기대가 컸던만큼 실망도 컸던 영화	0
부산행	가볍게 보기 좋읏 영화였어요좀비영화치곤퀄리티는 좀떨어지는듯	1
부산행	정말 재미있어요 또 보고 싶네요	1
부산행	한국 좀비영화는 망했다	0
부산행	격국갸걱어우루아아랄	1
부산행		1
부산행	부산행 후속편이라 하기에 좀 그렇지 않나	1
부산행	예상 가능한 전개이지만영상도 고퀄이고 부산행보다 더 스케일이커졌다는 느낌이 듬	1
부산행	전 나름 재미있게 봤어요 주연배우님들 연기도 좋았구 귀여운아역들의 액션운전도 너무 좋았어요	1
부산행	이제 좀비영화 싫다 그만	1
부산행	뭉클뭉클했는듯ㅠ	0
부산행	시기적으로 영화산업이 움츠러들어 개봉작이 적어서 본거지 코로나 아니였으면 영화관에서 볼 정도가 결코 아님	1
부산행	초중반에 지루하고 유치하다고 생각했는데 결말에 다가갈수록 재밌었어요	1
부산행	은근 재미는있었는데 그래도 그렇게 막 재미있지는	1
부산행	오우 마이 갓	0
부산행	약간 매드맥스 같은 느낌이었어여 중간중간 너무 감동짜내는 부분만 좀 줄였어도 훨씬 괜찮아졌을듯 평점이 너무 안 좋은데 그 정도는 아니고 킬링타임용 팝콘 무비로서 적당합니다	1
부산행	강동원 이정현이게 이 영화의 전부임아 자동차 하나 더 있네	0
부산행	강동원 이정현이게 이 영화의 전부임아 자동차 하나 더 있네	0
부산행	오직 액션그것도 자동차씬만 볼만함영화 후반에 손발이 오그라 들어서 미치는줄시나리오도 별로 개연성도 부족하고년전에 본 사람을 다시 볼 확율은 얼마나 될까	0
부산행	초등학년 딸이랑 무서워하며 재미있게봤습니다	1
부산행	굿입니다요 재밌습니다	1
부산행	재밌었어요	1
부산행		1
부산행	재미는 있음 잘봤습니다 지루하지않고 잘봄	1
부산행	괜찬게 보았네여	1
부산행	살아있다보다는 천배 나은듯	1
부산행	매드맥스엄청싱거운버전이제 강동원 나오는 영화는 믿고 거릅니다	1
부산행	정말볼만한영화였습니다	1
부산행	그냥 그래요 디로 보세요	0
부산행	짱짱 굿굿 꼭보세요 ㅋㅋㅋㅋ	1
부산행	차액션그게끝	0
부산행		1
부산행	안좋게들 평가하던데 난 재미있게 봄	1
부산행	액션은 좋았으나 매드맥스의 아류고 마지막은 역시나 질질끄는 억지 신파	0
부산행	재미있게 잘봤습니다 좀비들이 무서웠어요	1
부산행	그냥 좀비영화 그닥 막 재미있지는 않음	1
부산행	그냥 재미로 보는 좀비물 갠적으론 이정도면 잼남	1
부산행	그냥강동원을 볼 수 있음에 만족합니다	0
부산행	오랫만에 액션영화 잘 보았습니다 카액션 굳아주 좋아요	1
부산행	전 대 여자 좀비물좋아하고 왠만한 좀비물 다봤음그런데도 억지감동 조금빼면 볼만한 영화좀비물에 감동찾을거 아니면	1
부산행	부산행을 재밌게 봐서 기대했는데 많이 실망함	1
부산행	재밌던데ㅠㅠㅍ재밌었엉ㅅ 재미써요	1
부산행	못볼정도는 아닌거같습니다기대안하고 봐서 그런가봐요 ㅎㅎ	1
부산행	진짜 개재밌음ㅠㅠㅠ개인적으로 부산행 비교할수도 없을정도로 재밌어요 진짜ㅠㅠㅠ 별점 점 이해안가네ㅠㅠㅠ 연출도 쩔고 특히 배우들 연기력이 정말 각 인물들 서사도 부산행보다 훨씬 뛰어났습니다 한번 더볼거임ㅠㅠ 편도 나왔으면 좋겠다 제발제발	1
부산행	뻔한 내용과 뻔한 스토리	1
부산행	가족들과 재밌게 봤어요	1
부산행	부산행 속편이라고 해서 내심 기대가 컸으나 전체적인 스토리 전개나 연기자들의 연기력이 다소 못미쳤다고 생각합니다 그러나 액션 스케일이나 아역 연기자들의 연기는 수준 이상이 었네요암튼 잘봤고요 앞으로 좀 더 스토리가 있는 차기 영화를 기대해 봅니다	1
부산행	카체이싱이 너무 속시원 했어요 잘봤습니다	1
부산행	전체적인 스토리도 좋고 카체이싱 액션도 괜찮았음	1
부산행	재밋었어용 강동원 잘생김	1
부산행		1
부산행	별 기대 없이 갔는데 볼만했어요	1
부산행		0
부산행	기대수치 최하로 낮추고 가서 봤더니 오잉 꽤나 볼만 했습니다	1
부산행	재미지게 봣습니다 가족이 항상 최우선입니다	1
부산행	연출은 그닥 인데 캐스팅을 잘하셨네요	1
부산행		1
부산행	그냥 시간 때우기용 입니다	0
부산행		1
부산행	좀비보다는 인간인간으로 인간의 잔혹성과 이기심을 보여주고 싶었나 본데 짧은 런닝 타임에 쫒긴 건지 연출력이 부족한건지 인간의 잔혹성을 보여주다 만듯 한 느낌의 영화임 ㅋㅋㅋ 거기다가 쓸데없는 신파까지 넣다보니까 이것도 놓치고 저것도 놓치고 하다못해 좀비영화의 중심인 좀비로써의 매력도 보이질 않고 이러니 좀	0
부산행	볼 때 재밌다고 생각했는데 반도 보고나서 부산행 다시 보니까 반도 노잼인편임	1
부산행	좀비영화가 넘 많이 나와서 그런지 이젠 긴장감이 많이 떨어지네요	1
부산행	역시 코리안 좀비가 젤 재미 있었어요 다시 보고 싶을 정도로 영상미나 스토리가 흥미진진 했으며 연기력 또한 최고 였답니다	1
부산행	시간잘가고 잼나요 강동원영화중 제일낫네요	1
부산행	잼있게 너무 잘봤습니다강동원 너무멋있어요ㅠㅠ강동원 나온다고해서 봤어요예고편을 보지않고 봐서그런지더 잼있게본거같아요	1
부산행	강동원이 다했다 레이싱느낌	1
부산행	부산행 라 했지만 이어지는 느낌은 없었고 액션이나 전체적으로 재밌게 봤습니다	1
부산행	눈물을 너무 쥐어 짜내려하면 오히려 눈살이 찌푸러진다	0
부산행	지루한 클리셰덩어리	0
부산행	기대보다는 볼만 했습니다 크게 새로운 것은 없습니다 아역배우 연기가 기억에 남내요 기대없이 본다면 괜찮은 정도입니다	1
부산행	저는 재밌게 봤습니다 ㅎㅎ끝부분만 조금 아쉽네요	1
부산행	배우들 연기가 너무 어색함 특히 외국인 배우들	0
부산행	부산행을 너무 잼있게 봤나봐요약간 억지 스러움이 있네요	1
부산행		1
부산행	반도 않받슴 아까워 아까워돈	0
부산행	개봉하자마자 본 입장으로서 굉장히 재밌고 몰입있게 보았습니다 ㅎㅎ 구교환배우를 알게되어서 정말 좋았고 혹평이 많던데 아쉬운 부분도 있었지만 스토리도 참신하고 재밌게 봤습니다	1
부산행	물타기 아님 예고편도 안본 오로지 내 생각  최악 돈아까움 이런생각 영화보면서 처음 이유 부대가 미쳐서 사람가지고 노는데 진짜 토할것 같음 역겹다 굳이 이 장면을 넣어야하나 다른걸로 대체하지 진짜  여자애 둘 연기 너무 못함 애기는 그렇다해도 큰애는 캐스팅 왜한건지  할아버지 총맞는건 너무 뜬금없음 	0
부산행	한여름에 부담없이 시간동안 충분히 즐겼습니다	1
부산행	강동원은 진짜 잘생김영화보는 내내 재미있게 잘 봤어요 ㅎ조연들 연기도 좋았습니다	1
부산행	뜬금없는 전개 뭘까 기대한것보다 너무실망이네요	0
부산행	오랜만에 봐서 그런지 재밌었어요 ㅎ	1
부산행	세라기엔 너무 잔인했고 개연성도 떨어지며 볼 건 강동원 얼굴밖에 없었음 전형적인 한국영화 억지로 눈물 짜내는 신파극	0
부산행		1
부산행	우리커플은 아주 재밋게 봄 근데 평점테러 무엇 노이해	1
부산행	스토리 연기는 잘 모르겠는데 연출과 영상미 즉 볼거리 영상은 많다어떻게 화면 속에 좀비들이 자동차로 부딫치는 모습을 어떻게 담았을까내용은 점	1
부산행	액션은 좋았으나 너무 신파라 감정이 깨졌어요	1
부산행	액션연기스토리 너무 다 재밌고 멋졌어요나오시는 배우분들 하나하나 너무 다 멋지시고 정말 재밌게 봤습니다 인생영화에요	1
부산행	ㅠㅠ네그렇습니다	0
부산행	볼만한듯 한국 좀비물좀 많이 내줬으면	1
부산행	재미있게 봤어요	1
부산행	강동원은 참 잘 생겼다끄읕	1
부산행	모성애를 자극하는 영화였습니다눈물을 참느라고 혼났네요 ㅎㅎ전체적으로 재밌었어요	1
부산행	이정현언니 연기가 신의한수	1
부산행	해외에서 흥행대박친거면 그걸로장땡 첨부터 반도는 코로나에 별로극장안올거라예상하고 코스를바꿔 해외로확대한것같다근데 아무리그래도 국제연합회원국에 국제사회일원인데 아무도지원안했다는게 허접했다	1
부산행	음 이상한 스토리	0
검사외전	재밋고 좋습니당ㅎㅎㅎㅎ	1
검사외전	재밋습니다 원주세요	1
검사외전	   	1
검사외전	황정민과 강동원의 케미 좋았음	1
검사외전	좋아요 좋아요 좋아요 좋아요 정말좋아요	0
검사외전	강동원 너무 잘춰요 ㅋㅋㅋ 황정민 연기 짱	1
검사외전	내용이 굉장히탄탄하더군요	1
검사외전	역시 황정민 그의 연기력이 빛을 보였둔 영화	1
검사외전	그냥 강동원빨 항상 많이 쓰이던 감옥탈출 소재를 이용한 것도 너무 뻔했고ㅎㅎ 그래도 주연배우들의 연기는 꽤나 인상적이었습니다 하지만 돈 주고 보기에는 굉장히 아까운 영화였네요 동원오빠에 대한 팬심 하나만으로ㅠㅠ	0
검사외전	연기 좋아요 가족끼리 보기 좋았어요	1
검사외전	재미잇게 봣던 영화임 강동원에 새로운 모습을 봄	1
검사외전	소재도 흥미있었고 배우들 연기력도 좋았습니다 ㅎㅎ	1
검사외전	역시 연기는 최고입니나 잼있게 잘봤어요	1
검사외전	재미있어요 재미있어요	1
검사외전	강동원 푼수연기라 해야되나 ㅋㅋ 재밌어요	1
검사외전	강동원 캐릭터 의외로 잘어울리고 믿고 보는 황정민	1
검사외전	재밋는데 왜다들 점이지 재밋게봣던영화다	1
검사외전	볼만했네요 괜찮았습니다	1
검사외전	친구와 재미나게 보았습니다	1
검사외전	눈호강하고왔어요 ㅎㅎ	1
검사외전	강동원의 얼굴만 기억났던 영화	1
검사외전	통쾌했습니다	1
검사외전	무난한 킬링타임용 오락영화	1
검사외전	답답했는데 잘 됐당 휴	1
검사외전	그저그저 시간보냈어요	1
검사외전	강동원과 황정민 너무 멋진 조합입니당	1
검사외전	언제봐도재밋는  동원짱	1
검사외전	재밌어요 재밌어요재밌어요	1
검사외전	항상 볼때마다 새로운 배우 강동원의 연기에 감탄	1
검사외전	오랜만에 영화다운 영화 본 느낌	1
검사외전	강동원 보러 간 영화	1
검사외전	강동원과 황정민의 케미	1
검사외전	신나게 시간가는줄모르고 봤어요  강동원이 다한영화	1
검사외전	재밋네요 이성민님 연기가 대박이네요	1
검사외전	정말 재밌어요	1
검사외전	가을에 어울리는 감성영화 한편 추천합니다 	1
검사외전	정말정말재미있네요 	1
검사외전	아주 좋았어 ㅋ 괜찮했어 잘했어 ㅋㅋ	1
검사외전	갓동원과 황정민의 시너지가 엄청났던 영화	1
검사외전	사랑합니다 대통령님보고싶어요	1
검사외전	진짜 재밌었당ㅋㅋ크게웃고 또웃고 재미졌당ㅋㅋ	1
검사외전	재밌게 잘 봤습니다 믿고보는 황정민 배우 역시 재밌네요	1
검사외전	재미있었습니다 또 보고 싶네요	1
검사외전	굿정말대박굿굿굿굿재밌어요	1
검사외전	재미지게봣습니당	1
검사외전	최고 최고 너무 잼있었어요	1
검사외전	강동원 잘생김ㅠㅠ 스흐슷	1
검사외전	굿굿역시 믿고보는 황정민	1
검사외전	ㄱ재미있었소	1
검사외전	가볍게 볼만한 영화네요	1
검사외전	걍 멍하니 지나치는 장면들 ㅋㅋ	1
검사외전	아오아아이이이애야여ㅕ겨뎌오오	1
검사외전	굉장히 감명깊고 재미있었습니다	1
검사외전	정말 재밌어요 다시한번보고싶어요	1
검사외전	재밌게 잘 감상한 영화 중 하나두배우 케미도좋고 연기도 좋아서 몰입도가높았어요 지루하지않았구 내용도 재밌네요 또 보고싶은 영화이기도해요  강동원은볼수록 잘생겼다는거 	1
검사외전	개ㅣ인적으로 황정민이 넘 섹시해보이는 영화였다ㅠㅠㅠ	1
검사외전	인류의 수준을 한 단계 높여준 영화감독도 훌륭하지만  관객도 훌륭하다	1
검사외전	핵잼 그냥 쟁있음 카리스마쩜	1
검사외전	그냥저냥 볼만ㅎㅎ많은기대는 노노	1
검사외전	재밌게 봤어요 또 다시 보고 싶네요	1
검사외전	강동원으로시작해 강동원으로 끝나쥬 사탄과 퇴마의식을 소재로했지만거부감 없이 몰입했어요 	1
검사외전	너무 재미있었성요 ㅎㅎ	1
검사외전	강동원의 능청맞은 연기는 정말 대박이다	1
검사외전	붐바스틱 영화 끝나고 붐바스틱만 남은것 같은 느낌적인 느낌	1
검사외전	굿구우구우구수고고굿	1
검사외전	넘나넘나넘나재밋다요	1
검사외전	굿입니다 점만점에 점	1
검사외전	좋아요잘밨습니다	1
검사외전	긓긋 매우 재이났음ㅎ 배우들연기압도	1
검사외전	배우들연기도좋고 짱짱입니다ㅎ	1
검사외전	굿이야 굿굿긋 완전 달달라	1
검사외전	재미있었음 ㅋㅋ	1
검사외전	강동원이 멋있는 영화입니다	1
검사외전	핵꿀잼 진심 꿀잼 십자채움	1
검사외전	인생영화입니다ㅇㅇㅇㅎ홍	1
검사외전	재밌었습니다   	1
검사외전	강동원으로 시작해서 강동원으로 끝난 영화인듯	1
검사외전	정말재미있네요 하하여아	1
검사외전	쏘쏘 솔직히 강동원만 기억에 남습니다	1
검사외전	재미있는 영화였다 재미있어	1
검사외전	와따시짱굳인듯 강동원개꿀잼	1
검사외전	황정민의 연기력과 강동원의 포텐이 빛을 발한 명작입니다	1
검사외전	기대나 생각없이 보고 웃기는 괜찮은 영화	1
검사외전	붐바스틱 짱잼	1
검사외전	시간가는줄 모르고 신나게 즐	1
검사외전	스토리야 뭐 뻔하고 연출이랑 배우들 연기 보는 재미	1
검사외전	강동원은 완벽하다ㅜㅜ	1
검사외전	강동원 이랑 키스한 여자 나와	1
검사외전	완전 꿀 진짜 재밋네요	1
검사외전	솔직히 이 영화가 시사하는 바가 뭔지 모르겠다	1
검사외전	음그랬음	1
검사외전	생각보다는재밌었어요	1
검사외전	진심졸쟘입니다 추천합니다 당당합니다	1
검사외전	걍볼만함취향에따라	1
검사외전	꿀쥼이였어요오우오우오	1
검사외전	재밌다재미있다굿	1
검사외전	둘의 콤비가 너무 보기 좋았습니다 굳굳	1
검사외전	언젠가 본듯한 장면과 예상되는 뻔한 스토리 속에서 강동원과 황정민의 캐미가 돋보였던 영화 한줄요약 강동원은 잘생겼다	1
검사외전	황정민이랑 강동원 잼씀ㅎ	1
검사외전	하정우와 김윤석의 환상적 조화	1
검사외전	영화 존ㄴ ㅏ 잼나게 본거 같은 기억이 가물하네요	1
검사외전	강동원이 이런 능청스러운 연기가 딱 맞을 줄이야	1
검사외전	민야히ㅠㅓㄱ듀ㅣ미오힘ㄴ어ㅗㅎㅁ	1
검사외전	잼나게 봤어요 영화를 오랜만에 본거라서	1
검사외전	강동워 ㄴ황정민 케미 너무잼나요	1
검사외전	믿고보는 황정민 짱짱짱	1
검사외전	배우들의 연기력에 비해 너무 진부한 스토리와 현실성 떨어지는 에피소드들	1
검사외전	황정민 연기 넘 잘해 ㅋㅋㅋ	1
검사외전	나쁘지 않았으나 아쉬웠던	1
검사외전	황정민의 연기보다 강동원 춤이 더 부각되었던	1
검사외전	가볍게 보기좋은 영화	1
검사외전	무슨 만나기만하면 욕하고 때리고	0
검사외전	여자친구랑뵈서더재밋엇어여	1
검사외전	시간때우기좋음ㅋㅋ작품성까지는	1
검사외전	붐바스틱 그냥 볼만하다	1
검사외전	좋아요좋아요좋아요ㅋㅋ볼안함니다	1
검사외전	재밋음냥냥냥냥얄냘냘얄	1
검사외전	나름 재밌게본영화 강동원과황정민의 조화 ㅋ	1
검사외전	명작 너무 재밌습나다	1
검사외전	잼잼꿀잼빅잼존잼	1
검사외전	넘나 재밋엇어여 여자친구도 저도 대믄족	1
검사외전	굿굿둣구숙숛두수둣굿ㄱ	1
검사외전	좋아요 좋아요좋아요좋앙요좋아요	1
검사외전	예상했던대로 예상했던대로 줄거리가 흘러가서 반전도 없고 강동원은 잘생김	1
검사외전	강동원 너무 멋있어요 황정민 짱짱	1
검사외전	지존하호히호하헤오잉	1
검사외전	강동원 멋있어요 하황정민두	1
검사외전	좋았어요 붐바스틱ㅋㅋ	1
검사외전	그냥 가볍게보기 좋은영화	1
검사외전	생각없이 보기에 재밌고 좋다	1
검사외전	강동원의 능청스런 연기가 좋았습니다	1
검사외전	우태지내누너마두나자	1
검사외전	좋습니다 굿굿 훌륭한영화	1
검사외전	질리지않고 볼수있는 영화강동원의 새로운매력황정민은 연기스타일이 거의비슷한듯	1
검사외전	ㅂ도더고규어어러우ㅠㄹ	1
검사외전	그냥 유쾌하던데용 보는내내	1
검사외전	굉장히 좋았습니다 저는	1
검사외전	재미씀하하하하오백원받기힘드네	1
검사외전	잊지못할 붐바스틱 짱이에요	1
검사외전	내용도 재미있고 강동원은 뭐 말할것도 없이 멋있고 오래간만에 후회없이 본 영화 같아요	1
검사외전	동원님 멋지심돠 붐바스틱 너무 귀엽슴돠 명절연휴에 보기 좋은 영화	1
검사외전	재미잇음하하호호꼭보시길	1
검사외전	역시 강동원님 연기짱	1
검사외전	멋지녕화네요강동원 황정민 케미쩔어용	1
검사외전	재밌음 볼만함 재밌음 볼만함 재밌음	1
검사외전	완전재있었어요ㅍ 다시한번 붐바스틱	1
검사외전	굿굳굿굳굿굳굿굳굿굳굿굳굿굳	1
검사외전	재밌었음 연기들도 잘하고 좋네뭐	1
검사외전	강동원짱 재미있게 봤어용	1
검사외전	붐바스틱 붐붐붐붐	1
검사외전	다시봐도 재밌는 영화 추천합니다	1
검사외전	웃으며 볼만한 영화고 강동원의 귀여움도 볼 수 있습니다	1
검사외전	재밌음 강동원 멋있음 즐기기 좋은 상업영화	1
검사외전	잼잼잼잼ㅁ재재재잼잼	1
검사외전	붐  바  스  틱  너무 잼잇게 밧습니다몇달이 지난지금도 너무 좋앗던 기억밖에 없네요	1
검사외전	다시 봐도 후회 안할 정도로 꿀잼	1
검사외전	꿀잼이였어요 강동원 연기 황정민 연기 굿	1
검사외전	가족들과 함께 보긴 좋았음	1
검사외전	베테랑보다는 재미가 없는듯 하네요  강동원으로 웃기려는 장면이 너무 의도적으로 드러나 있는 것이 별로네요	1
검사외전	믿고보는 황정민 한국판 프리즌브레이크	1
검사외전	강동원은 언제나 완벽하다	1
검사외전	응 나왜 이거 등록하라고 하지 그냥 볼만한 정도	1
검사외전	국내 정상급의 연기력들이었습니다	1
검사외전	너무재밌게봤던영화강동원춤출때 완젼대박ㅌ	1
검사외전	각각의 배우들의 개성이 돋보이는 영화이고 보는 내내 긴장하게 하는것이 영화의 몰입도를 높여 주는 것이 좋았다	1
검사외전	재밋게 봣네요 배우 캐스팅이 좋앗습니다	1
검사외전	존트잼 진심이건 봐야됩니다	1
검사외전	강동원넘잘생겨서 ㅠㅠ	1
검사외전	히히아아러어아트ㅡㅌ	1
검사외전	신선한 소재 다시보고싶다	1
검사외전	정말재미있네요 또봐도 재밌을것같네요	1
검사외전	재ㅣ미ㄸ 강동원 대존잘	1
검사외전	정말 재미있게 봤어요	1
검사외전	역시 재밌었습니다	1
검사외전	그냥저냥 	1
검사외전	꿀잼입니다 매우재밌어요	1
검사외전	강동원 짱이네 ㅜㅜ	1
검사외전	재미있게 봤습니다 속편기대해요	1
검사외전	ㅎㅎㅎㅎ재밋네요ㅎㅎㅎㅎ	1
검사외전	쇼생크탈출이 생각나는 한국식	1
검사외전	검사외전 관람 영화 평점	1
검사외전	잼잼잼강동원잘샌겼움	1
검사외전	진짜 재밌네요 킬링타임 용으로 강추	1
검사외전	뭐 그럭저럭 볼만한 영화 비슷한 영화 나오면다시 보고싶다	1
검사외전	정말재밌었어요ㅎ굿입니더	1
검사외전	볼만하던데요 더 좋은 작품으로 만나길	1
검사외전	아이고 재밌게 보았소 영화는 끝나서 나는 나왔지만 내가 앉았던 자리에는 여운을 남겨두었소	1
검사외전	재미있게 잘봤습니다 	1
검사외전	재미나게 봤어요역시 강동원이네요	1
검사외전	그냥저냥 강동원이 유쾌하더라	1
검사외전	인물들이 멋있고 스토리가 좋아서	1
검사외전	정말 너무너무 재미있는건가	1
검사외전	그냥저냥했습니다	1
검사외전	엄마랑 같이 보러갔는데 엄청 재밌어 하셨어요ㅋㅋㅋ그동안 영화볼때 서로 취향이 달라서 고르기가 힘들었는데 모처럼 영화관에서 웃으며 나왔네요	1
검사외전	재밋엇습니다 또보고싶어요	1
검사외전	좋습니다다시볼게요	1
검사외전	강동원이 멋졌다 붐바스틱	1
검사외전	시간가는줄 모르게 재미있게 봤습니다	1
검사외전	굿 이병헌이 착한 역을	1
검사외전	너무 재미있게 보았어요 감사합니다	1
검사외전	잼씀 볼만함 갓동원 ㅅㅌㅊ	1
검사외전	재미있었음 강동원 보는 재미	1
검사외전	가볍게 볼만해요 강동원의 매력은 좀 덜 보여요	1
검사외전	강동원때문에 재밌음ㅋㅋㅋ	1
검사외전	재밌었어요 허허하허허	1
검사외전	강동원 최고예요내용도 배우들조 최고	1
검사외전	강동원의 원맨쇼영화입니다	1
검사외전	관객수 치고는 큰 재미는 아니네요	1
검사외전	굳 너무너무너무 너무 잼있어	1
검사외전	황정민강동원의 연기가 잘 어우러니 영화이고잼 있게 잘 봤습니다	1
검사외전	재밌음 나름대로굿 라라라	1
검사외전	굳숟잉애어귣슈굳구ㅜ꾸둣구ㅜㄱ	1
검사외전	조아요 재밌게 보았습니다	1
검사외전	깊은생각 없이 가볍게 볼만은 했음	1
검사외전	가족끼리 재밌게 볼 수 있는 영화네요 정말 잘봤습니다	1
검사외전	나쁘지않음 붐바스틱 쏘쏘	1
검사외전	강동우ㅏㄴ때문에 사는영화	1
검사외전	배우가 살린영화	1
검사외전	유쾌하게 보기좋은영화	1
검사외전	킬링타임용 영화 나름볼만함 그 이상 그이하도 아님	1
검사외전	강동원 짱울 와이프 생일 선물로 강동원을 선물하다ㅋ	1
검사외전	아마리이 아로오이 발로로이	1
검사외전	아주 재밋는 영화 입니다	1
검사외전	재ㅣㅆ어요 진짜 짱이에요 ㅎㅎㅎ	1
검사외전	강동원과 황정민의케미가 돋보이는영화유쾌하고 시원했다	1
검사외전	완전 재밌어요 강동원 짱짱	1
검사외전	재밋엇음 킬링타임용으로 딱	1
검사외전	킬링타임용 영화 그 이상 그 이하도 아니다	1
검사외전	진짜 재마있었어요 강동원짱 ㅋㅋ	1
검사외전	굳 붐  바  스  틱  붐붐붐 나	1
검사외전	강동원 잘생겼다 정말	1
검사외전	재미있게 잘보았습니다	1
검사외전	재밋다진짜재밋다열자	1
검사외전	재밌었어요 두번 봐도 잼나네요	1
검사외전	볼땐 재미 있었는데 지금은 내용이 기억이 안남 그냥 킬링 타임용 영화	1
검사외전	정말재밌겠어요	1
검사외전	재밌게 잘봤어욧	1
검사외전	그냥그래요 기억에 남는건 별로 없는듯	1
검사외전	겁나재미써요ㅋㅋ꼭보세요	1
검사외전	잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써잼써	1
검사외전	강동원에 의한 강동원을 위한	1
검사외전	재밌어요ㅋ완전재밌어요 ㅋㅋ	1
검사외전	굿굿두수아앙우엉너나으	1
검사외전	아주 재미잇음 베리굿 킬링카임	1
검사외전	재미있습니다 최고 ㅋㅋ	1
검사외전	꿀잼누저ㅓ눠먀ㅓ뷰너나더	1
검사외전	정말재밌네요 꿀잼	1
검사외전	재밌습니다 강추합니다	1
검사외전	ㅋㅋㅋ뒤늦은 관람후기네요가족들과 재미나게 보고왔어용	1
검사외전	재밌네요정말 그러네	1
검사외전	아 포스터 예고편대박 지금당장 봐야지	1
검사외전	강동원 보는 맛에 재미있게 볼 수 있었던 영화였습니다 감동이나 교훈을 바란다면 안보시는게 좋습니다 가볍게 볼 수 있는 영화	1
검사외전	나쁘지않았다	1
검사외전	강동원이 멋있는 영화 재미있게 볼만하다	1
검사외전	강동원과 황정민의 조와 최고네요	1
검사외전	재밌다 대사도 재밌는 문구가 많다	1
검사외전	그냥 그냥 그냥 그냥 괜찮아요	1
검사외전	가족이랑 보기 적당했어요	1
검사외전	상업적으로 꽤 잘만들어진영화	1
검사외전	정말 재미있게 봤습니다 ㅎㅎ	1
검사외전	재미있게 봤어요 보고나서 깊은감동 여운 이런 감정은 없지만그냥 그렇게 나쁘지도 않고 그냥그냥 봤어요	1
검사외전	정말 간만에 재미있는영화봤네요ㅎ	1
검사외전	내용이 막 알차진 않지만 보고 지루하지않고 재밋었습니다	1
검사외전	잼잇서요 추천합니다	1
검사외전	갓동원이 살린영화 솔직히 인정	1
검사외전	늦게쓰지만 재밌었습니다	1
검사외전	잼났어요	1
검사외전	평범한 영화 열자열자열	1
검사외전	완전꿀쩀얘맹만ㅇㅇㅁ	1
검사외전	너무흥미진진하고 재밌게봤어요ㅋㅋ	1
검사외전	아무 생각 없이 보면 재미있네요	1
검사외전	멋진 작품입니다  연기력도 좋고요	1
검사외전	대박입니다 정말 보고 또 보세요	1
검사외전	영화 몰입감이 최고네요	1
검사외전	황정민하고 강동원 봐서 좋았고 너무 재밌게 봤어요	1
검사외전	재밌었음ㅋㅋㅋㅋ재미재미	1
검사외전	    	1
검사외전	재미있어요 두번봤습니다	1
검사외전	강동원 황정민 둘이 영화를 살렸네	1
검사외전	재미있어요 연기도 좋네요	1
검사외전	와 너무재밌네요 유쾌한내용	1
검사외전	그러케재미는	1
검사외전	연기력 바탕의 꿀잼이었던 영화	1
검사외전	긋국ㄹㄹ로ㅗㅎㅅ굯굿국	1
검사외전	그냥 강동원 재롱 보는게 재밌지 뭐	1
검사외전	볼만한영화 킬링타임추천	1
검사외전	강동원은 세월이 지나도 멋있네요 ㅋㅋㅋ	1
검사외전	넘나 재밋음ㅋㅋㅋ짱짱맨이당 이영홬ㅋㅋ	1
검사외전	볼만합니다잼있어요 강추	1
